gethostbyaddr	int	struct hostent *gethostbyaddr (const void *, socklen_t, int)
gethostbyname	int	struct hostent *gethostbyname (const char *)
gethostbyname2	int	struct hostent *gethostbyname2 (const char *, int)
gethostid	int	long int gethostid (void)
gethostname	int	int gethostname (char *, size_t)
getifaddrs	int	int getifaddrs (struct ifaddrs **)
getitimer	int	int getitimer (int, struct itimerval *)
getline	int	ssize_t getline (char **, size_t *, FILE *)
getloadavg	fp	int getloadavg (double *, int)
getlocalename_l	int	const char *getlocalename_l (int, struct __locale_t *)
getlogin	int	char *getlogin (void)
