strncasecmp_l	string	strings.h
strncat	string	string.h
strncmp	string	string.h
strncpy	string	string.h
strndup	string	string.h
strnlen	string	string.h
strpbrk	string	string.h
strptime	time	time.h
strptime_l	time	time.h
strrchr	string	string.h
strsep	string	string.h
strsignal	string	string.h
strspn	string	string.h
strstr	string	string.h
strtod	stdlib	stdlib.h
strtod_l	stdlib	stdlib.h
strtof	stdlib	stdlib.h
strtof128	stdlib	stdlib.h
strtof128_l	stdlib	stdlib.h
strtof32	stdlib	stdlib.h
strtof32_l	stdlib	stdlib.h
strtof32x	stdlib	stdlib.h
strtof32x_l	stdlib	stdlib.h
strtof64	stdlib	stdlib.h
strtof64_l	stdlib	stdlib.h
strtof64x	stdlib	stdlib.h
strtof64x_l	stdlib	stdlib.h
strtof_l	stdlib	stdlib.h
strtoimax	stdlib	inttypes.h
strtok	string	string.h
strtok_r	string	string.h
strtol	stdlib	stdlib.h
strtol_l	stdlib	stdlib.h
strtold	stdlib	stdlib.h
strtold_l	stdlib	stdlib.h
strtoll	stdlib	stdlib.h
strtoll_l	stdlib	stdlib.h
strtoq	stdlib	stdlib.h
strtoul	stdlib	stdlib.h
strtoul_l	stdlib	stdlib.h
strtoull	stdlib	stdlib.h
strtoull_l	stdlib	stdlib.h
strtoumax	stdlib	inttypes.h
strtouq	stdlib	stdlib.h
strverscmp	string	string.h
strxfrm	string	string.h
strxfrm_l	string	string.h
swab	posix	unistd.h
swapcontext	runtime	ucontext.h
swprintf	wchar	wchar.h
swscanf	wchar	wchar.h
symlink	posix	unistd.h
symlinkat	posix	unistd.h
sync	posix	unistd.h
sync_file_range	filesystem	fcntl.h
syncfs	posix	unistd.h
syscall	posix	unistd.h
sysconf	posix	unistd.h
sysinfo	system	sys/sysinfo.h
syslog	syslog	syslog.h
system	stdlib	stdlib.h
sysv_signal	signal	signal.h
tan	math	math.h
tanf	math	math.h
tanf128	math	math.h
tanf32	math	math.h
tanf32x	math	math.h
tanf64	math	math.h
tanf64x	math	math.h
tanh	math	math.h
tanhf	math	math.h
tanhf128	math	math.h
tanhf32	math	math.h
tanhf32x	math	math.h
tanhf64	math	math.h
tanhf64x	math	math.h
tanhl	math	math.h
tanl	math	math.h
tcdrain	terminal	termios.h
tcflow	terminal	termios.h
tcflush	terminal	termios.h
tcgetattr	terminal	termios.h
tcgetpgrp	posix	unistd.h
tcgetsid	terminal	termios.h
tcsendbreak	terminal	termios.h
tcsetattr	terminal	termios.h
tcsetpgrp	posix	unistd.h
tdelete	misc	search.h
tdestroy	misc	search.h
tee	filesystem	fcntl.h
telldir	filesystem	dirent.h
tempnam	stdio	stdio.h
textdomain	locale	libintl.h
tfind	misc	search.h
tgamma	math	math.h
tgammaf	math	math.h
tgammaf128	math	math.h
tgammaf32	math	math.h
tgammaf32x	math	math.h
tgammaf64	math	math.h
tgammaf64x	math	math.h
tgammal	math	math.h
thrd_create	threads	threads.h
thrd_current	threads	threads.h
thrd_detach	threads	threads.h
thrd_equal	threads	threads.h
thrd_exit	threads	threads.h
thrd_join	threads	threads.h
thrd_sleep	threads	threads.h
thrd_yield	threads	threads.h
time	time	time.h
timegm	time	time.h
timelocal	time	time.h
timer_create	time	time.h
timer_delete	time	time.h
timer_getoverrun	time	time.h
timer_gettime	time	time.h
timer_settime	time	time.h
timerfd_create	io-mux	sys/timerfd.h
timerfd_gettime	io-mux	sys/timerfd.h
timerfd_settime	io-mux	sys/timerfd.h
times	time	sys/times.h
timespec_get	time	time.h
tmpfile	stdio	stdio.h
tmpfile64	stdio	stdio.h
tmpnam	stdio	stdio.h
tmpnam_r	stdio	stdio.h
toascii	locale	ctype.h
tolower	locale	ctype.h
tolower_l	locale	ctype.h
totalorder	math	math.h
totalorderf	math	math.h
totalorderf128	math	math.h
totalorderf32	math	math.h
totalorderf32x	math	math.h
totalorderf64	math	math.h
totalorderf64x	math	math.h
totalorderl	math	math.h
totalordermag	math	math.h
totalordermagf	math	math.h
totalordermagf128	math	math.h
totalordermagf32	math	math.h
totalordermagf32x	math	math.h
totalordermagf64	math	math.h
totalordermagf64x	math	math.h
totalordermagl	math	math.h
toupper	locale	ctype.h
toupper_l	locale	ctype.h
towctrans	locale	wctype.h
towctrans_l	locale	wctype.h
towlower	locale	wctype.h
towlower_l	locale	wctype.h
towupper	locale	wctype.h
towupper_l	locale	wctype.h
trunc	math	math.h
truncate	posix	unistd.h
truncate64	posix	unistd.h
truncf	math	math.h
truncf128	math	math.h
truncf32	math	math.h
truncf32x	math	math.h
truncf64	math	math.h
truncf64x	math	math.h
truncl	math	math.h
tsearch	misc	search.h
tss_create	threads	threads.h
tss_delete	threads	threads.h
tss_get	threads	threads.h
tss_set	threads	threads.h
ttyname	posix	unistd.h
ttyname_r	posix	unistd.h
ttyslot	posix	unistd.h
twalk	misc	search.h
tzset	time	time.h
ualarm	posix	unistd.h
ufromfp	math	math.h
ufromfpf	math	math.h
ufromfpf128	math	math.h
ufromfpf32	math	math.h
ufromfpf32x	math	math.h
ufromfpf64	math	math.h
ufromfpf64x	math	math.h
ufromfpl	math	math.h
ufromfpx	math	math.h
ufromfpxf	math	math.h
ufromfpxf128	math	math.h
ufromfpxf32	math	math.h
ufromfpxf32x	math	math.h
ufromfpxf64	math	math.h
ufromfpxf64x	math	math.h
ufromfpxl	math	math.h
ulckpwdf	identity	shadow.h
umask	filesystem	sys/stat.h
umount	filesystem	sys/mount.h
umount2	filesystem	sys/mount.h
uname	system	sys/utsname.h
ungetc	stdio	stdio.h
ungetwc	wchar	wchar.h
unlink	posix	unistd.h
unlinkat	posix	unistd.h
unlockpt	stdlib	stdlib.h
unsetenv	stdlib	stdlib.h
unshare	process	sched.h
updwtmp	terminal	utmp.h
updwtmpx	terminal	utmpx.h
uselocale	locale	locale.h
usleep	posix	unistd.h
utime	filesystem	utime.h
utimensat	filesystem	sys/stat.h
utimes	time	time.h
utmpname	terminal	utmp.h
utmpxname	terminal	utmpx.h
valloc	memory	malloc.h
vasprintf	stdio	stdio.h
vdprintf	stdio	stdio.h
verr	misc	err.h
verrx	misc	err.h
versionsort	filesystem	dirent.h
versionsort64	filesystem	dirent.h
vfork	posix	unistd.h
vfprintf	stdio	stdio.h
vfscanf	stdio	stdio.h
vfwprintf	wchar	wchar.h
vfwscanf	wchar	wchar.h
vhangup	posix	unistd.h
vmsplice	filesystem	fcntl.h
vprintf	stdio	stdio.h
vscanf	stdio	stdio.h
vsnprintf	stdio	stdio.h
vsprintf	stdio	stdio.h
vsscanf	stdio	stdio.h
vswprintf	wchar	wchar.h
vswscanf	wchar	wchar.h
vsyslog	syslog	syslog.h
vwarn	misc	err.h
vwarnx	misc	err.h
vwprintf	wchar	wchar.h
vwscanf	wchar	wchar.h
wait	process	sys/wait.h
wait3	process	sys/wait.h
wait4	process	sys/wait.h
waitid	process	sys/wait.h
waitpid	process	sys/wait.h
warn	misc	err.h
warnx	misc	err.h
wcpcpy	wchar	wchar.h
wcpncpy	wchar	wchar.h
wcrtomb	wchar	wchar.h
wcscasecmp	wchar	wchar.h
wcscasecmp_l	wchar	wchar.h
wcscat	wchar	wchar.h
wcschr	wchar	wchar.h
wcschrnul	wchar	wchar.h
wcscmp	wchar	wchar.h
wcscoll	wchar	wchar.h
wcscoll_l	wchar	wchar.h
wcscpy	wchar	wchar.h
wcscspn	wchar	wchar.h
wcsdup	wchar	wchar.h
wcsftime	wchar	wchar.h
wcsftime_l	wchar	wchar.h
wcslen	wchar	wchar.h
wcsncasecmp	wchar	wchar.h
wcsncasecmp_l	wchar	wchar.h
wcsncat	wchar	wchar.h
wcsncmp	wchar	wchar.h
wcsncpy	wchar	wchar.h
wcsnlen	wchar	wchar.h
wcsnrtombs	wchar	wchar.h
wcspbrk	wchar	wchar.h
wcsrchr	wchar	wchar.h
wcsrtombs	wchar	wchar.h
wcsspn	wchar	wchar.h
wcsstr	wchar	wchar.h
wcstod	wchar	wchar.h
wcstod_l	wchar	wchar.h
wcstof	wchar	wchar.h
wcstof128	wchar	wchar.h
wcstof128_l	wchar	wchar.h
wcstof32	wchar	wchar.h
wcstof32_l	wchar	wchar.h
wcstof32x	wchar	wchar.h
wcstof32x_l	wchar	wchar.h
wcstof64	wchar	wchar.h
wcstof64_l	wchar	wchar.h
wcstof64x	wchar	wchar.h
wcstof64x_l	wchar	wchar.h
wcstof_l	wchar	wchar.h
wcstoimax	stdlib	inttypes.h
wcstok	wchar	wchar.h
wcstol	wchar	wchar.h
wcstol_l	wchar	wchar.h
wcstold	wchar	wchar.h
wcstold_l	wchar	wchar.h
wcstoll	wchar	wchar.h
wcstoll_l	wchar	wchar.h
wcstombs	stdlib	stdlib.h
wcstoq	wchar	wchar.h
wcstoul	wchar	wchar.h
wcstoul_l	wchar	wchar.h
wcstoull	wchar	wchar.h
wcstoull_l	wchar	wchar.h
wcstoumax	stdlib	inttypes.h
wcstouq	wchar	wchar.h
wcswcs	wchar	wchar.h
wcswidth	wchar	wchar.h
wcsxfrm	wchar	wchar.h
wcsxfrm_l	wchar	wchar.h
wctob	wchar	wchar.h
wctomb	stdlib	stdlib.h
wctrans	locale	wctype.h
wctrans_l	locale	wctype.h
wctype	locale	wctype.h
wctype_l	locale	wctype.h
wcwidth	wchar	wchar.h
wmemchr	wchar	wchar.h
wmemcmp	wchar	wchar.h
wmemcpy	wchar	wchar.h
wmemmove	wchar	wchar.h
wmempcpy	wchar	wchar.h
wmemset	wchar	wchar.h
wordexp	misc	wordexp.h
wordfree	misc	wordexp.h
wprintf	wchar	wchar.h
write	posix	unistd.h
writev	io	sys/uio.h
wscanf	wchar	wchar.h
y0	math	math.h
y0f	math	math.h
y0f128	math	math.h
y0f32	math	math.h
y0f32x	math	math.h
y0f64	math	math.h
y0f64x	math	math.h
y0l	math	math.h
y1	math	math.h
y1f	math	math.h
y1f128	math	math.h
y1f32	math	math.h
y1f32x	math	math.h
y1f64	math	math.h
y1f64x	math	math.h
y1l	math	math.h
yn	math	math.h
ynf	math	math.h
ynf128	math	math.h
ynf32	math	math.h
ynf32x	math	math.h
ynf64	math	math.h
ynf64x	math	math.h
ynl	math	math.h
